,Author,Affiliation,Publication Date,Journal Title,Title,URL
594,Katherine A. Smith,"U.S. Naval Academy, U.S.A.",2011/08/01,International Economic Review,CAN FINANCING CONSTRAINTS EXPLAIN THE ASSET PRICING PUZZLES IN PRODUCTION ECONOMIES?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00648.x
595,"Peter Gustafsson; 
            Paul S. Segerstrom","National Institute of Economic Research, Sweden; Stockholm School of Economics, Sweden; National Institute of Economic Research, Sweden; Stockholm School of Economics, Sweden",2011/11/01,International Economic Review,NORTH–SOUTH TRADE WITH MULTINATIONAL FIRMS AND INCREASING PRODUCT VARIETY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00662.x
596,Minjae Song,"University of Rochester, U.S.A.",2011/11/01,International Economic Review,A DYNAMIC ANALYSIS OF COOPERATIVE RESEARCH IN THE SEMICONDUCTOR INDUSTRY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00663.x
597,Richard Dutu; Stella Huangfu; Benoit Julien,"Deakin University, Australia; University of Sydney, Australia; University of New South Wales, Australia; Deakin University, Australia; University of Sydney, Australia; University of New South Wales, Australia; Deakin University, Australia; University of Sydney, Australia; University of New South Wales, Australia",2011/11/01,International Economic Review,CONTINGENT PRICES AND MONEY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00668.x
598,Seung Mo Choi,"Washington State University, U.S.A.",2011/11/01,International Economic Review,HOW LARGE ARE LEARNING EXTERNALITIES?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00660.x
599,Tianxi Wang,"University of Essex, UK",2011/11/01,International Economic Review,THE DYNAMICS OF NAMES: A MODEL OF REPUTATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00658.x
600,Ping Lin; Kamal Saggi,"Lingnan University, Hong Kong; Vanderbilt University, U.S.A.; Lingnan University, Hong Kong; Vanderbilt University, U.S.A.",2011/11/01,International Economic Review,"FOREIGN DIRECT INVESTMENT IN A TWO-TIER OLIGOPOLY: COORDINATION, VERTICAL INTEGRATION, AND WELFARE*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00667.x
601,"
            James D. 
            Dana Jr.; Yuk-Fai Fong","Northeastern University, U.S.A.;</br>Northwestern University, U.S.A.; Northeastern University, U.S.A.;</br>Northwestern University, U.S.A.",2011/11/01,International Economic Review,"PRODUCT QUALITY, REPUTATION, AND MARKET STRUCTURE*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00659.x
602,Eva Gutiérrez-i-Puigarnau; Jos N. Van Ommeren,"VU University, The Netherlands; Tinbergen Institute, The Netherlands; VU University, The Netherlands; Tinbergen Institute, The Netherlands",2011/11/01,International Economic Review,WELFARE EFFECTS OF DISTORTIONARY FRINGE BENEFITS TAXATION: THE CASE OF EMPLOYER-PROVIDED CARS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00661.x
603,Matteo Iacoviello; Fabio Schiantarelli; Scott Schuh,"Federal Reserve Board, U.S.A; Boston College, U.S.A. and IZA; Federal Reserve Bank of Boston, U.S.A.; Federal Reserve Board, U.S.A; Boston College, U.S.A. and IZA; Federal Reserve Bank of Boston, U.S.A.; Federal Reserve Board, U.S.A; Boston College, U.S.A. and IZA; Federal Reserve Bank of Boston, U.S.A.",2011/11/01,International Economic Review,INPUT AND OUTPUT INVENTORIES IN GENERAL EQUILIBRIUM*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00664.x
604,Jeremy T. Fox; Valérie Smeets,"University of Michigan and NBER, U.S.A.; Aarhus University, Denmark; University of Michigan and NBER, U.S.A.; Aarhus University, Denmark",2011/11/01,International Economic Review,DOES INPUT QUALITY DRIVE MEASURED DIFFERENCES IN FIRM PRODUCTIVITY?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00656.x
605,Martin Gassebner; Richard Jong-A-Pin; Jochen O. Mierau,"ETH Zurich, KOF Swiss Economic Institute, Switzerland; University of Groningen, The Netherlands; University of Groningen and Netspar, The Netherlands; ETH Zurich, KOF Swiss Economic Institute, Switzerland; University of Groningen, The Netherlands; University of Groningen and Netspar, The Netherlands; ETH Zurich, KOF Swiss Economic Institute, Switzerland; University of Groningen, The Netherlands; University of Groningen and Netspar, The Netherlands",2011/11/01,International Economic Review,TERRORISM AND CABINET DURATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00666.x
606,Antonio Diez de los Rios; Enrique Sentana,"Bank of Canada; CEMFI, Spain; Bank of Canada; CEMFI, Spain",2011/11/01,International Economic Review,TESTING UNCOVERED INTEREST PARITY: A CONTINUOUS-TIME APPROACH*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00665.x
607,Nadine McCloud; Yongmiao Hong,"University of the West Indies at Mona, Jamaica; Cornell University, U.S.A., and Xiamen University, China; University of the West Indies at Mona, Jamaica; Cornell University, U.S.A., and Xiamen University, China",2011/11/01,International Economic Review,TESTING THE STRUCTURE OF CONDITIONAL CORRELATIONS IN MULTIVARIATE GARCH MODELS: A GENERALIZED CROSS-SPECTRUM APPROACH*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00657.x
608,Leo Ferraris; Makoto Watanabe,"Universidad Carlos III de Madrid, Spain; Universidad Carlos III de Madrid, Spain",2012/02/01,International Economic Review,LIQUIDITY CONSTRAINTS IN A MONETARY ECONOMY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00679.x
609,By Kishore Gawande; Pravin Krishna; Marcelo Olarreaga,"Texas A&M University, U.S.A.; Johns Hopkins University and NBER, U.S.A.; University of Geneva and CEPR, Switzerland; Texas A&M University, U.S.A.; Johns Hopkins University and NBER, U.S.A.; University of Geneva and CEPR, Switzerland; Texas A&M University, U.S.A.; Johns Hopkins University and NBER, U.S.A.; University of Geneva and CEPR, Switzerland",2012/02/01,International Economic Review,LOBBYING COMPETITION OVER TRADE POLICY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00673.x
610,Haroon Mumtaz; Francesco Zanetti,"Bank of England, U.K.; Bank of England, U.K.",2012/02/01,International Economic Review,NEUTRAL TECHNOLOGY SHOCKS AND THE DYNAMICS OF LABOR INPUT: RESULTS FROM AN AGNOSTIC IDENTIFICATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00678.x
611,Manolis Galenianos; Philipp Kircher,"Pennsylvania State University, U.S.A.; London School of Economics and Political Science, U.K., and CEPR; Pennsylvania State University, U.S.A.; London School of Economics and Political Science, U.K., and CEPR",2012/02/01,International Economic Review,ON THE GAME-THEORETIC FOUNDATIONS OF COMPETITIVE SEARCH EQUILIBRIUM*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00669.x
612,James E. Anderson,"Boston College and NBER, U.S.A.",2012/02/01,International Economic Review,EFFICIENT POLICY IN A PREDATORY ECONOMY: TO HIM WHO HATH SHALL BE GIVEN?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00675.x
613,Satyajit Chatterjee; Esteban Rossi-Hansberg,"Federal Reserve Bank of Philadelphia, U.S.A.; Princeton University, U.S.A.; Federal Reserve Bank of Philadelphia, U.S.A.; Princeton University, U.S.A.",2012/02/01,International Economic Review,SPINOFFS AND THE MARKET FOR IDEAS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00671.x
614,Serene Tan,"National University of Singapore, Singapore and University of Adelaide, Australia",2012/02/01,International Economic Review,DIRECTED SEARCH AND FIRM SIZE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00672.x
615,Zheng Song,"Chinese University of Hong Kong, Hong Kong and Fudan University, China",2012/02/01,International Economic Review,PERSISTENT IDEOLOGY AND THE DETERMINATION OF PUBLIC POLICY OVER TIME*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00676.x
616,"
            Paul E. Carrillo","George Washington University, U.S.A.",2012/02/01,International Economic Review,AN EMPIRICAL STATIONARY EQUILIBRIUM SEARCH MODEL OF THE HOUSING MARKET*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00677.x
617,Boğaçhan Çelen; Saltuk Özertürk,"Columbia University, U.S.A.; Southern Methodist University, U.S.A.; Columbia University, U.S.A.; Southern Methodist University, U.S.A.",2012/02/01,International Economic Review,ACQUISITION OF INFORMATION TO DIVERSIFY CONTRACTUAL RISK*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00674.x
618,By Kenneth L. Judd; Karl Schmedders; Şevin Yeltekin,"Hoover Institution, USA; University of Zurich and Swiss Finance Institute, Switzerland; Carnegie Mellon University, USA; Hoover Institution, USA; University of Zurich and Swiss Finance Institute, Switzerland; Carnegie Mellon University, USA; Hoover Institution, USA; University of Zurich and Swiss Finance Institute, Switzerland; Carnegie Mellon University, USA",2012/02/01,International Economic Review,OPTIMAL RULES FOR PATENT RACES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00670.x
619,Akihiko Yanase; Makoto Tawada,"Tohoku University, Japan; Nagoya University, Japan; Tohoku University, Japan; Nagoya University, Japan",2012/02/01,International Economic Review,HISTORY-DEPENDENT PATHS AND TRADE GAINS IN A SMALL OPEN ECONOMY WITH A PUBLIC INTERMEDIATE GOOD*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00681.x
620,Yin He; Keith E. Maskus,"2University of International Business and Economics, China; University of Colorado, U.S.A.; 2University of International Business and Economics, China; University of Colorado, U.S.A.",2012/02/01,International Economic Review,SOUTHERN INNOVATION AND REVERSE KNOWLEDGE SPILLOVERS: A DYNAMIC FDI MODEL*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2011.00680.x
621,Holger Sieg; Jipeng Zhang,"University of Pennsylvania, U.S.A.; Nanyang Technological University, Singapore; University of Pennsylvania, U.S.A.; Nanyang Technological University, Singapore",2012/05/01,International Economic Review,THE EFFECTIVENESS OF PRIVATE BENEFITS IN FUNDRAISING OF LOCAL CHARITIES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00684.x
622,James Bullard; Aarti Singh,"Federal Reserve Bank of St. Louis, U.S.A.; University of Sydney, Australia; Federal Reserve Bank of St. Louis, U.S.A.; University of Sydney, Australia",2012/05/01,International Economic Review,LEARNING AND THE GREAT MODERATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00685.x
623,Makoto Nakajima,"Federal Reserve Bank of Philadelphia, U.S.A.",2012/05/01,International Economic Review,BUSINESS CYCLES IN THE EQUILIBRIUM MODEL OF LABOR MARKET SEARCH AND SELF-INSURANCE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00686.x
624,"
            Murat G. Kirdar","Middle East Technical University, Turkey",2012/05/01,International Economic Review,ESTIMATING THE IMPACT OF IMMIGRANTS ON THE HOST COUNTRY SOCIAL SECURITY SYSTEM WHEN RETURN MIGRATION IS AN ENDOGENOUS CHOICE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00688.x
625,Markus Knell; Alfred Stiglbauer,"Oesterreichische Nationalbank, Austria; Oesterreichische Nationalbank, Austria",2012/05/01,International Economic Review,"REFERENCE NORMS, STAGGERED WAGES, AND WAGE LEADERSHIP: THEORETICAL IMPLICATIONS AND EMPIRICAL EVIDENCE*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00692.x
626,"Yanping Chong; Òscar Jordà; 
            Alan M. Taylor","Winona State University, U.S.A.; Federal Reserve Bank of San Francisco and University of California, Davis, U.S.A.; University of Virginia and NBER, U.S.A., and CEPR, U.K.; Winona State University, U.S.A.; Federal Reserve Bank of San Francisco and University of California, Davis, U.S.A.; University of Virginia and NBER, U.S.A., and CEPR, U.K.; Winona State University, U.S.A.; Federal Reserve Bank of San Francisco and University of California, Davis, U.S.A.; University of Virginia and NBER, U.S.A., and CEPR, U.K.",2012/05/01,International Economic Review,THE HARROD–BALASSA–SAMUELSON HYPOTHESIS: REAL EXCHANGE RATES AND THEIR LONG-RUN EQUILIBRIUM*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00694.x
627,Susanne Ohlendorf; Patrick W. Schmitz,"University of Bonn, Germany; University of Cologne, Germany, and CEPR, U.K.; University of Bonn, Germany; University of Cologne, Germany, and CEPR, U.K.",2012/05/01,International Economic Review,REPEATED MORAL HAZARD AND CONTRACTS WITH MEMORY: THE CASE OF RISK-NEUTRALITY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00687.x
628,Antoine Bommier; Stéphane Zuber,"ETH Zurich, Switzerland; CORE, Université catholique de Louvain, Belgium and CERSES, Université Paris Descartes, and CNRS, France; ETH Zurich, Switzerland; CORE, Université catholique de Louvain, Belgium and CERSES, Université Paris Descartes, and CNRS, France",2012/05/01,International Economic Review,THE PARETO PRINCIPLE OF OPTIMAL INEQUALITY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00693.x
629,By Louis Kaplow,"Harvard University and National Bureau of Economic Research, U.S.A.",2012/05/01,International Economic Review,OPTIMAL CONTROL OF EXTERNALITIES IN THE PRESENCE OF INCOME TAXATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00689.x
630,Jess Benhabib; Boyan Jovanovic,"New York University, U.S.A.; New York University, U.S.A.; New York University, U.S.A.; New York University, U.S.A.",2012/05/01,International Economic Review,OPTIMAL MIGRATION: A WORLD PERSPECTIVE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00683.x
631,Jay Pil Choi; Heiko Gerlach,"University of New South Wales, Australia, and Michigan State University, USA; University of Queensland, Australia.; University of New South Wales, Australia, and Michigan State University, USA; University of Queensland, Australia.",2012/05/01,International Economic Review,INTERNATIONAL ANTITRUST ENFORCEMENT AND MULTIMARKET CONTACT*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00695.x
632,M. Ayhan Kose; Christopher Otrok; Eswar Prasad,"International Monetary Fund; University of Missouri, Columbia, and Federal Reserve Bank of St. Louis, U.S.A.; Cornell University, U.S.A.; International Monetary Fund; University of Missouri, Columbia, and Federal Reserve Bank of St. Louis, U.S.A.; Cornell University, U.S.A.; International Monetary Fund; University of Missouri, Columbia, and Federal Reserve Bank of St. Louis, U.S.A.; Cornell University, U.S.A.",2012/05/01,International Economic Review,GLOBAL BUSINESS CYCLES: CONVERGENCE OR DECOUPLING?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00690.x
633,Stefan Collignon,"Dirpolis Institute—Sant’Anna School of Advanced Studies, Pisa, Italy",2012/05/01,International Economic Review,FISCAL POLICY RULES AND THE SUSTAINABILITY OF PUBLIC DEBT IN EUROPE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00691.x
634,W. J. Wouter Botzen; Jeroen C. J. M. Van Den Bergh,"VU University Amsterdam, the Netherlands; ICREA, Universitat Autònoma de Barcelona, Spain, VU University Amsterdam, the Netherlands, and Tinbergen Institute, the Netherlands; VU University Amsterdam, the Netherlands; ICREA, Universitat Autònoma de Barcelona, Spain, VU University Amsterdam, the Netherlands, and Tinbergen Institute, the Netherlands",2012/08/01,International Economic Review,MONETARY VALUATION OF INSURANCE AGAINST FLOOD RISK UNDER CLIMATE CHANGE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00709.x
635,Gary Koop; Dimitris Korobilis,University of Strathclyde; Université Catholique de Louvain; University of Strathclyde; Université Catholique de Louvain,2012/08/01,International Economic Review,FORECASTING INFLATION USING DYNAMIC MODEL AVERAGING*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00704.x
636,Jos Van Ommeren; Derk Wentink,"VU University and Tinbergen Institute, Amsterdam the Netherlands; VU University, the Netherlands; VU University and Tinbergen Institute, Amsterdam the Netherlands; VU University, the Netherlands",2012/08/01,International Economic Review,THE (HIDDEN) COST OF EMPLOYER PARKING POLICIES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00707.x
637,Hartmut Egger; Peter Egger; James R. Markusen,"University of Bayreuth, Germany; ETH Zurich, Switzerland; University of Colorado, U.S.A.; University of Bayreuth, Germany; ETH Zurich, Switzerland; University of Colorado, U.S.A.; University of Bayreuth, Germany; ETH Zurich, Switzerland; University of Colorado, U.S.A.",2012/08/01,International Economic Review,INTERNATIONAL WELFARE AND EMPLOYMENT LINKAGES ARISING FROM MINIMUM WAGES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00700.x
638,Orhan Erem Atesagaoglu,"State University of New York, Stony Brook, U.S.A.",2012/08/01,International Economic Review,"TAXES, REGULATIONS AND THE CORPORATE DEBT MARKET*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00708.x
639,Elena Krasnokutskaya,"Johns Hopkins University, U.S.A.",2012/08/01,International Economic Review,IDENTIFICATION AND ESTIMATION OF AUCTION MODEL WITH TWO-DIMENSIONAL UNOBSERVED HETEROGENEITY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00696.x
640,Vipul Bhatt; Masao Ogaki,"James Madison University, U.S.A.; Keio University, Japan; James Madison University, U.S.A.; Keio University, Japan",2012/08/01,International Economic Review,TOUGH LOVE AND INTERGENERATIONAL ALTRUISM*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00701.x
641,Agnieszka Markiewicz,"Erasmus University Rotterdam, the Netherlands",2012/08/01,International Economic Review,MODEL UNCERTAINTY AND EXCHANGE RATE VOLATILITY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00702.x
642,Yongmin Chen; Xinyu Hua,"University of Colorado, U.S.A., and Zhejiang University, China; Hong Kong University of Science and Technology, Hong Kong; University of Colorado, U.S.A., and Zhejiang University, China; Hong Kong University of Science and Technology, Hong Kong",2012/08/01,International Economic Review,"EX ANTE INVESTMENT, EX POST REMEDIES, AND PRODUCT LIABILITY*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00703.x
643,Pablo Guillen; Onur Kesten,"University of Sydney, Australia; Carnegie Mellon University, U.S.A.; University of Sydney, Australia; Carnegie Mellon University, U.S.A.",2012/08/01,International Economic Review,MATCHING MARKETS WITH MIXED OWNERSHIP: THE CASE FOR A REAL-LIFE ASSIGNMENT MECHANISM*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00710.x
644,Pontus Rendahl,"University of Cambridge, UK, Paris School of Economics, France",2012/08/01,International Economic Review,ASSET-BASED UNEMPLOYMENT INSURANCE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00699.x
645,"Berthold Herrendorf; James A. 
            Schmitz, Jr.; Arilton Teixeira","Arizona State University, U.S.A.; Federal Reserve Bank of Minneapolis, U.S.A.; Fucape, Brazil; Arizona State University, U.S.A.; Federal Reserve Bank of Minneapolis, U.S.A.; Fucape, Brazil; Arizona State University, U.S.A.; Federal Reserve Bank of Minneapolis, U.S.A.; Fucape, Brazil",2012/08/01,International Economic Review,THE ROLE OF TRANSPORTATION IN U.S. ECONOMIC DEVELOPMENT: 1840–1860*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00697.x
646,Octavian Carare,"Federal Communications Commission, U.S.A.",2012/08/01,International Economic Review,THE IMPACT OF BESTSELLER RANK ON DEMAND: EVIDENCE FROM THE APP MARKET*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00698.x
647,Ran Abramitzky; Liran Einav; Shimon Kolkowitz; Roy Mill,"Stanford University, U.S.A. and NBER, U.S.A; Stanford University, U.S.A. and NBER, U.S.A.; Harvard University, U.S.A.; Stanford University, U.S.A.; Stanford University, U.S.A. and NBER, U.S.A; Stanford University, U.S.A. and NBER, U.S.A.; Harvard University, U.S.A.; Stanford University, U.S.A.; Stanford University, U.S.A. and NBER, U.S.A; Stanford University, U.S.A. and NBER, U.S.A.; Harvard University, U.S.A.; Stanford University, U.S.A.; Stanford University, U.S.A. and NBER, U.S.A; Stanford University, U.S.A. and NBER, U.S.A.; Harvard University, U.S.A.; Stanford University, U.S.A.",2012/08/01,International Economic Review,ON THE OPTIMALITY OF LINE CALL CHALLENGES IN PROFESSIONAL TENNIS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00706.x
648,Satoshi Myojo; Yuichiro Kanazawa,"Kobe University, Japan; University of Tsukuba, Japan; Kobe University, Japan; University of Tsukuba, Japan",2012/08/01,International Economic Review,ON ASYMPTOTIC PROPERTIES OF THE PARAMETERS OF DIFFERENTIATED PRODUCT DEMAND AND SUPPLY SYSTEMS WHEN DEMOGRAPHICALLY CATEGORIZED PURCHASING PATTERN DATA ARE AVAILABLE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00705.x
649,Rainald Borck; Hyun-Ju Koh; Michael Pflüger,"University of Passau, Germany; Deutsche Gesellschaft für Internationale Zusammenarbeit, Germany; University of Passau, Germany; University of Passau, Germany; Deutsche Gesellschaft für Internationale Zusammenarbeit, Germany; University of Passau, Germany; University of Passau, Germany; Deutsche Gesellschaft für Internationale Zusammenarbeit, Germany; University of Passau, Germany",2012/11/01,International Economic Review,INEFFICIENT LOCK-IN AND SUBSIDY COMPETITION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00716.x
650,Alexis Antoniades,"Georgetown University, U.S.A.",2012/11/01,International Economic Review,LOCAL VERSUS PRODUCER CURRENCY PRICING: EVIDENCE FROM DISAGGREGATED DATA*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00718.x
651,Hiroaki Ino; Toshihiro Matsumura,"Kwansei Gakuin University, Japan; The University of Tokyo, Japan; Kwansei Gakuin University, Japan; The University of Tokyo, Japan",2012/11/01,International Economic Review,HOW MANY FIRMS SHOULD BE LEADERS? BENEFICIAL CONCENTRATION REVISITED*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00722.x
652,Sankar Mukhopadhyay,"University of Nevada, U.S.A.",2012/11/01,International Economic Review,THE EFFECTS OF THE 1978 PREGNANCY DISCRIMINATION ACT ON FEMALE LABOR SUPPLY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00714.x
653,Tatsuhiko Nariu; David Flath; Atsuo Utaka,"Kyoto University, Japan; Osaka University, Japan; Kyoto University, Japan; Kyoto University, Japan; Osaka University, Japan; Kyoto University, Japan; Kyoto University, Japan; Osaka University, Japan; Kyoto University, Japan",2012/11/01,International Economic Review,RETURNS SYSTEM WITH REBATES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00719.x
654,Martin Ellison; Thomas J. Sargent,"University of Oxford, U.K., and Bank of Finland, Finland; New York University and Hoover Institution, U.S.A.; University of Oxford, U.K., and Bank of Finland, Finland; New York University and Hoover Institution, U.S.A.",2012/11/01,International Economic Review,A DEFENSE OF THE FOMC*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00711.x
655,Shingo Watanabe,"Bank of Japan, Japan, and Organisation for Economic Co-operation and Development, France",2012/11/01,International Economic Review,THE ROLE OF TECHNOLOGY AND NONTECHNOLOGY SHOCKS IN BUSINESS CYCLES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00721.x
656,Claudio Lucarelli; Jeffrey Prince; Kosali Simon,"Cornell University, U.S.A., Universidad de los Andes, Chile, and Leonard Davis Institute of Health Economics, U.S.A.; Indiana University, U.S.A.; Indiana University, U.S.A. and NBER, U.S.A.; Cornell University, U.S.A., Universidad de los Andes, Chile, and Leonard Davis Institute of Health Economics, U.S.A.; Indiana University, U.S.A.; Indiana University, U.S.A. and NBER, U.S.A.; Cornell University, U.S.A., Universidad de los Andes, Chile, and Leonard Davis Institute of Health Economics, U.S.A.; Indiana University, U.S.A.; Indiana University, U.S.A. and NBER, U.S.A.",2012/11/01,International Economic Review,THE WELFARE IMPACT OF REDUCING CHOICE IN MEDICARE PART D: A COMPARISON OF TWO REGULATION STRATEGIES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00715.x
657,Lung-fei Lee; Jihai Yu,"Ohio State University, U.S.A.; Peking University, China; Ohio State University, U.S.A.; Peking University, China",2012/11/01,International Economic Review,SPATIAL PANELS: RANDOM COMPONENTS VERSUS FIXED EFFECTS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00724.x
658,Parimal Kanti Bag; Nona Pepito,"National University of Singapore, Singapore; ESSEC Business School, Singapore; National University of Singapore, Singapore; ESSEC Business School, Singapore",2012/11/01,International Economic Review,PEER TRANSPARENCY IN TEAMS: DOES IT HELP OR HINDER INCENTIVES?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00720.x
659,Kyle Bagwell; Robert W. Staiger,"Stanford University and NBER, U.S.A.; University of Wisconsin and NBER, U.S.A.; Stanford University and NBER, U.S.A.; University of Wisconsin and NBER, U.S.A.",2012/11/01,International Economic Review,PROFIT SHIFTING AND TRADE AGREEMENTS IN IMPERFECTLY COMPETITIVE MARKETS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00712.x
660,Pierre Cahuc; Edouard Challe,"Ecole Polytechnique and CREST, France, IZA, Germany, and CEPR, UK; Ecole Polytechnique, CREST, and Banque de France, France; Ecole Polytechnique and CREST, France, IZA, Germany, and CEPR, UK; Ecole Polytechnique, CREST, and Banque de France, France",2012/11/01,International Economic Review,"PRODUCE OR SPECULATE? ASSET BUBBLES, OCCUPATIONAL CHOICE, AND EFFICIENCY*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00713.x
661,Markus Brückner; Evi Pappa,"National University of Singapore, Singapore; European University Institute, Italy, Universitat Autonoma de Barcelona, Spain, and CEPR, U.K.; National University of Singapore, Singapore; European University Institute, Italy, Universitat Autonoma de Barcelona, Spain, and CEPR, U.K.",2012/11/01,International Economic Review,"FISCAL EXPANSIONS, UNEMPLOYMENT, AND LABOR FORCE PARTICIPATION: THEORY AND EVIDENCE*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00717.x
662,Fali Huang,"Singapore Management University, Singapore",2012/11/01,International Economic Review,THE COEVOLUTION OF ECONOMIC AND POLITICAL DEVELOPMENT FROM MONARCHY TO DEMOCRACY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00723.x
663,William B. Hawkins,"Yeshiva University, U.S.A.",2013/02/01,International Economic Review,"COMPETITIVE SEARCH, EFFICIENCY, AND MULTIWORKER FIRMS*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00731.x
664,Pamela Bombarda; Elisa Gamberoni,"THEMA and Université de Cergy-Pontoise, France; The World Bank; THEMA and Université de Cergy-Pontoise, France; The World Bank",2013/02/01,International Economic Review,"FIRM HETEROGENEITY, RULES OF ORIGIN, AND RULES OF CUMULATION*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00734.x
665,,,2013/02/01,International Economic Review,THE INTERNATIONAL ECONOMIC REVIEW REFEREES 2012,https://onlinelibrary.wiley.com/doi/10.1111/iere.12014
666,Yongmin Chen; Michael H. Riordan,"University of Colorado, Boulder, U.S.A.; Columbia University, U.S.A.; University of Colorado, Boulder, U.S.A.; Columbia University, U.S.A.",2013/02/01,International Economic Review,PROFITABILITY OF PRODUCT BUNDLING*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00725.x
