Author,Affiliation,Publication Date,Journal Title,Title,Volume,URL,,,,,,
"Huang, Huaxiong; Milevsky, Moshe A.; Young, Virginia R.","1 York University,; 2 Schulich School of Business, York University and; 3 University of Michigan",2016/2/11,Review of Finance,Optimal Purchasing of Deferred Income Annuities When Payout Yields are Mean-Reverting*,21,https://academic.oup.com/rof/article/21/1/327/2670008,,,,,,
"Huang, James; Stapleton, Richard","Lancaster University Management School, Manchester Business School; Lancaster University Management School, Manchester Business School",2013/11/14,Review of Finance,"Cautiousness, Skewness Preference, and the Demand for Options",18,https://academic.oup.com/rof/article/18/6/2375/1661583,,,,,,
"Huang, Jing-Zhi; Liu, Bibo; Shi, Zhan","Smeal College of Business, Penn State University ,  USA; PBC School of Finance, Tsinghua University ,  China; PBC School of Finance, Tsinghua University ,  China",2022/5/14,Review of Finance,Determinants of Short-Term Corporate Yield Spreads: Evidence from the Commercial Paper Market*,27,https://academic.oup.com/rof/article/27/2/539/6585899,,,,,,
"Huang, Jing-Zhi; Shi, Zhan; Zhou, Hao","Smeal College of Business, Pennsylvania State University; PBC School of Finance, Tsinghua University; PBC School of Finance, Tsinghua University",2019/4/23,Review of Finance,Specification Analysis of Structural Credit Risk Models*,24,https://academic.oup.com/rof/article/24/1/45/5477416,,,,,,
"Huang, Lixin; Kale, Jayant R.",Georgia State University; Indian Institute of Management Bangalore; Georgia State University; Indian Institute of Management Bangalore,2013/1/11,Review of Finance,"Product Market Linkages, Manager Quality, and Mutual Fund Performance",17,https://academic.oup.com/rof/article/17/6/1895/1590405,,,,,,
"Hubener, Andreas; Maurer, Raimond; Rogalla, Ralph","Department of Finance, Goethe University Frankfurt; Department of Finance, Goethe University Frankfurt; Department of Finance, Goethe University Frankfurt",2013/1/31,Review of Finance,Optimal Portfolio Choice with Annuities and Life Insurance for Retired Couples*,18,https://academic.oup.com/rof/article/18/1/147/1614766,,,,,,
"Ibragimov, Rustam; Jaffee, Dwight; Walden, Johan","Imperial College Business School and Innopolis University; Haas School of Business, University of California, Berkeley; Haas School of Business, University of California, Berkeley",2017/1/21,Review of Finance,Equilibrium with Monoline and Multiline Structures*,22,https://academic.oup.com/rof/article/22/2/595/2932200,,,,,,
"Illueca, Manuel; Norden, Lars; Udell, Gregory F.","Universitat Jaume I, Instituto Valenciano de Investigaciones Económicas (IVIE), Rotterdam School of Management, Erasmus University, and Kelley School of Business, Indiana University; Universitat Jaume I, Instituto Valenciano de Investigaciones Económicas (IVIE), Rotterdam School of Management, Erasmus University, and Kelley School of Business, Indiana University; Universitat Jaume I, Instituto Valenciano de Investigaciones Económicas (IVIE), Rotterdam School of Management, Erasmus University, and Kelley School of Business, Indiana University",2013/7/25,Review of Finance,Liberalization and Risk-Taking: Evidence from Government-Controlled Banks*,18,https://academic.oup.com/rof/article/18/4/1217/1605790,,,,,,
"Inderst, Roman; Pfeil, Sebastian",Goethe University Frankfurt and Imperial College London; Goethe University Frankfurt and Imperial College London,2012/11/20,Review of Finance,Securitization and Compensation in Financial Institutions*,17,https://academic.oup.com/rof/article/17/4/1323/1572800,,,,,,
"Ioannidou, Vasso; Ongena, Steven; Peydró, José-Luis","Lancaster University, University of Zurich, Swiss Finance Institute, CEPR, and ICREA-Universitat Pompeu Fabra, Cass Business School, CREI, Barcelona GSE, CEPR; Lancaster University, University of Zurich, Swiss Finance Institute, CEPR, and ICREA-Universitat Pompeu Fabra, Cass Business School, CREI, Barcelona GSE, CEPR; Lancaster University, University of Zurich, Swiss Finance Institute, CEPR, and ICREA-Universitat Pompeu Fabra, Cass Business School, CREI, Barcelona GSE, CEPR",2014/9/9,Review of Finance,"Monetary Policy, Risk-Taking, and Pricing: Evidence from a Quasi-Natural Experiment*",19,https://academic.oup.com/rof/article/19/1/95/1631255,,,,,,
"Itzkowitz, Jennifer; Itzkowitz, Jesse; Rothbort, Scott",Seton Hall University and; Yeshiva University; Seton Hall University and,2015/4/27,Review of Finance,ABCs of Trading: Behavioral Biases affect Stock Turnover and Value *,20,https://academic.oup.com/rof/article/20/2/663/2461265,,,,,,
"Jackwerth, Jens; Vilkov, Grigory",University of Konstanz and; Frankfurt School of Finance and Management,2018/7/14,Review of Finance,Asymmetric Volatility Risk: Evidence from Option Markets*,23,https://academic.oup.com/rof/article/23/4/777/5054010,,,,,,
"Jacobs, Heiko; Hillert, Alexander",University of Mannheim; University of Mannheim,2015/12/14,Review of Finance,"Alphabetic Bias, Investor Recognition, and Trading Behavior *",20,https://academic.oup.com/rof/article/20/2/693/2461444,,,,,,
"Jang, Jeewon; Kang, Jangkoo; Lee, Changjun","1 College of Business, Chosun University; 2 College of Business, Korea Advanced Institute of Science and Technology; 3 College of Business, Hankuk University of Foreign Studies",2016/10/14,Review of Finance,State-Dependent Variations in the Expected Illiquidity Premium*,21,https://academic.oup.com/rof/article/21/6/2277/2419533,,,,,,
"Jarrow, Robert; Li, Haitao; Ye, Xiaoxia; Hu, May",Cornell University and Kamakura Corporation; Cheung Kong Graduate School of Business; University of Bradford and University of Liverpool; Deakin University,2018/5/8,Review of Finance,Exploring Mispricing in the Term Structure of CDS Spreads*,23,https://academic.oup.com/rof/article/23/1/161/4994240,,,,,,
"Jaud, Melise; Kukenova, Madina; Strieborny, Martin","University of Lausanne and World Bank; Business School of Lausanne; Knut Wicksell Centre for Financial Studies, Lund University",2017/10/12,Review of Finance,"Finance, Comparative Advantage, and Resource Allocation*",22,https://academic.oup.com/rof/article/22/3/1011/4469307,,,,,,
"Javadi, Siamak; Nejadmalayeri, Ali; Krehbiel, Timothy L",University of Texas Rio Grande Valley; Oklahoma State University; Oklahoma State University,2017/6/3,Review of Finance,Do FOMC Actions Speak Loudly? Evidence from Corporate Bond Credit Spreads*,22,https://academic.oup.com/rof/article/22/5/1877/3860947,,,,,,
"Jeanneret, Alexandre",HEC Montréal,2015/11/10,Review of Finance,International Firm Investment under Exchange Rate Uncertainty*,20,https://academic.oup.com/rof/article/20/5/2015/1753172,,,,,,
"Jiang, Danling; Lim, Sonya S",State University of New York at Stony Brook and Southwest Jiaotong University; DePaul University,2016/10/24,Review of Finance,Trust and Household Debt*,22,https://academic.oup.com/rof/article/22/2/783/2439518,,,,,,
"Jiang, Fuxiu; Kim, Kenneth A","School of Business , Renmin University of  China; School of Economics and Management , Tongji University   School of Management , State University of New York at Buffalo",2020/5/13,Review of Finance,Corporate Governance in China: A Survey*,24,https://academic.oup.com/rof/article/24/4/733/5824805,,,,,,
"Jiang, Lei; Liu, Jinyu; Peng, Lin; Wang, Baolian","School of Economics and Management, Tsinghua University; School of Banking and Finance, University of International Business and Economics; Baruch College, City University of New York; Warrington College of Business, University of Florida",2021/11/29,Review of Finance,Investor Attention and Asset Pricing Anomalies*,26,https://academic.oup.com/rof/article/26/3/563/6446048,,,,,,
"Jiang, Yi; Qian, Yiming; Yao, Tong",California State University and; University of Iowa; University of Iowa,2015/10/26,Review of Finance,R&amp;D Spillover and Predictable Returns*,20,https://academic.oup.com/rof/article/20/5/1769/1752975,,,,,,
"Jiao, Yawen",Rensselaer Polytechnic Institute,2012/7/14,Review of Finance,Hedge Funds and Equity Prices*,17,https://academic.oup.com/rof/article/17/3/1141/1608457,,,,,,
"Jin, Jianjian",Bank of Canada,2014/5/31,Review of Finance,"Jump-Diffusion Long-Run Risks Models, Variance Risk Premium, and Volatility Dynamics*",19,https://academic.oup.com/rof/article/19/3/1223/1597107,,,,,,
"Joenväärä, Juha; Kosowski, Robert",Aalto University; Imperial College Business School    CEPR    Oxford-Man Institute    Unigestion,2020/7/18,Review of Finance,The Effect of Regulatory Constraints on Fund Performance: New Evidence from UCITS Hedge Funds*,25,https://academic.oup.com/rof/article/25/1/189/5873534,,,,,,
"John, Kose; Kaviani, Mahsa S; Kryzanowski, Lawrence; Maleki, Hosein","New York University; University of Delaware; Concordia University, and; Florida State University",2021/4/25,Review of Finance,Do Country-Level Creditor Protections Affect Firm-Level Debt Structure Concentration?,25,https://academic.oup.com/rof/article/25/6/1677/6251370,,,,,,
"Johnson, Timothy; Liang, Mo; Liu, Yun","University of Illinois at Urbana-Champaign; School of Finance, Renmin University of China; University of Illinois at Urbana-Champaign",2016/11/13,Review of Finance,What Drives Index Options Exposures?*,22,https://academic.oup.com/rof/article/22/2/561/2670363,,,,,,
"Jones, Christopher S.; Pomorski, Lukasz","1 Marshall School of Business, University of Southern California and; 2 AQR Capital Management, LLC",2016/2/10,Review of Finance,Investing in Disappearing Anomalies*,21,https://academic.oup.com/rof/article/21/1/237/2669994,,,,,,
"Jouini, Elyès; Napp, Clotilde; Viossat, Yannick","Université Paris Dauphine, and CNRS &amp; Université Paris Dauphine; Université Paris Dauphine, and CNRS &amp; Université Paris Dauphine; Université Paris Dauphine, and CNRS &amp; Université Paris Dauphine",2012/3/1,Review of Finance,Evolutionary Beliefs and Financial Markets*,17,https://academic.oup.com/rof/article/17/2/727/1598043,,,,,,
"Jylhä, Petri; Rinne, Kalle; Suominen, Matti","Imperial College London, Luxembourg School of Finance, and Aalto University and Luxembourg School of Finance; Imperial College London, Luxembourg School of Finance, and Aalto University and Luxembourg School of Finance; Imperial College London, Luxembourg School of Finance, and Aalto University and Luxembourg School of Finance",2013/8/10,Review of Finance,Do Hedge Funds Supply or Demand Liquidity?*,18,https://academic.oup.com/rof/article/18/4/1259/1607281,,,,,,
"Kaeck, Andreas","Swiss Institute of Banking and Finance, University of St Gallen",2012/9/23,Review of Finance,"Hedging Surprises, Jumps, and Model Misspecification: A Risk Management Perspective on Hedging S&amp;P 500 Options*",17,https://academic.oup.com/rof/article/17/4/1535/1571646,,,,,,
"Kaeck, Andreas","School of Business, Management and Economics, University of Sussex",2017/3/11,Review of Finance,Variance-of-Variance Risk Premium*,22,https://academic.oup.com/rof/article/22/4/1549/3066288,,,,,,
"Kahraman, Bige; Tookes, Heather",Said Business School; Yale School of Management,2019/9/27,Review of Finance,Margin Trading and Comovement During Crises*,24,https://academic.oup.com/rof/article/24/4/813/5575083,,,,,,
"Kalotay, Egon A.; Altman, Edward I.",1 Macquarie University; 1 Macquarie University,2016/6/10,Review of Finance,Intertemporal Forecasts of Defaulted Bond Recoveries and Portfolio Losses*,21,https://academic.oup.com/rof/article/21/1/433/2670101,,,,,,
"Kamstra, Mark J.; Roberts, Gordon S.; Shao, Pei","Schulich School of Business, York University, Schulich School of Business, York University and Faculty of Management, University of Lethbridge; Schulich School of Business, York University, Schulich School of Business, York University and Faculty of Management, University of Lethbridge; Schulich School of Business, York University, Schulich School of Business, York University and Faculty of Management, University of Lethbridge",2013/7/10,Review of Finance,Does the Secondary Loan Market Reduce Borrowing Costs?*,18,https://academic.oup.com/rof/article/18/3/1139/1571204,,,,,,
"Kanatas, George; Qi, Jianping",1 Rice University and; 2 University of South Florida,2016/1/23,Review of Finance,Outsourcing and Financing Decisions in Industry Equilibrium,20,https://academic.oup.com/rof/article/20/6/2247/2418142,,,,,,
"Kang, Shinwoo; Kim, E Han; Lu, Yao","Sejong University; Ross School of Business, University of Michiganand; School of Economics and Management, Tsinghua University",2017/6/10,Review of Finance,Does Independent Directors??CEO Experience Matter?*,22,https://academic.oup.com/rof/article/22/3/905/3866467,,,,,,
"Kempf, Alexander; Korn, Olaf; Sa?ning, Sven","University of Cologne and Centre for Financial Research Cologne (CFR), Georg-August-Universität Göttingen and Centre for Financial Research Cologne (CFR), and zeb/rolfes.schierenbeck.associates and Georg-August-Universität Göttingen; University of Cologne and Centre for Financial Research Cologne (CFR), Georg-August-Universität Göttingen and Centre for Financial Research Cologne (CFR), and zeb/rolfes.schierenbeck.associates and Georg-August-Universität Göttingen; University of Cologne and Centre for Financial Research Cologne (CFR), Georg-August-Universität Göttingen and Centre for Financial Research Cologne (CFR), and zeb/rolfes.schierenbeck.associates and Georg-August-Universität Göttingen",2014/3/7,Review of Finance,Portfolio Optimization Using Forward-Looking Information*,19,https://academic.oup.com/rof/article/19/1/467/1630871,,,,,,
"Kick, Thomas; Prieto, Esteban",Deutsche Bundesbank; Deutsche Bundesbank,2014/5/30,Review of Finance,Bank Risk and Competition: Evidence from Regional Banking Markets*,19,https://academic.oup.com/rof/article/19/3/1185/1595623,,,,,,
"Kieschnick, Robert; Laplante, Mark; Moussawi, Rabih","School of Management, University of Texas at Dallas, Terry College of Business, University of Georgia, and Wharton Research Data Services, University of Pennsylvania; School of Management, University of Texas at Dallas, Terry College of Business, University of Georgia, and Wharton Research Data Services, University of Pennsylvania; School of Management, University of Texas at Dallas, Terry College of Business, University of Georgia, and Wharton Research Data Services, University of Pennsylvania",2013/1/11,Review of Finance,Working Capital Management and Shareholders??Wealth*,17,https://academic.oup.com/rof/article/17/5/1827/1582505,,,,,,
"Kim, E Han; Maug, Ernst; Schneider, Christoph","Ross School of Business, University of Michigan; University of Mannheim Business School; Tilburg University",2018/5/26,Review of Finance,Labor Representation in Governance as an Insurance Mechanism*,22,https://academic.oup.com/rof/article/22/4/1251/4990928,,,,,,
"Kim, Taehyun; Nguyen, Quoc H",Ulsan National Institute of Science and Technology    University of Notre Dame; DePaul University,2019/2/26,Review of Finance,The Effect of Public Spending on Private Investment*,24,https://academic.oup.com/rof/article/24/2/415/5477415,,,,,,
"Kisser, Michael",Norwegian School of Economics,2013/1/7,Review of Finance,The Real Option Value of Cash*,17,https://academic.oup.com/rof/article/17/5/1649/1581144,,,,,,
"Kolm, Julian; Laux, Christian; Lóránth, Gyöngyi","1 WU (Vienna University of Economics and Business), University of Vienna, and Vienna Graduate School of Finance (VGSF),; 2 WU (Vienna University of Economics and Business) and Vienna Graduate School of Finance (VGSF), and; 3 University of Vienna and Vienna Graduate School of Finance (VGSF)",2016/11/10,Review of Finance,"Bank Regulation, CEO Compensation, and Boards*",21,https://academic.oup.com/rof/article/21/5/1901/2670358,,,,,,
"Kondo, Jiro E.; Papanikolaou, Dimitris",McGill University and; Kellogg School of Management and NBER,2015/1/18,Review of Finance,Financial Relationships and the Limits to Arbitrage*,19,https://academic.oup.com/rof/article/19/6/2095/1576239,,,,,,
"Kong, Dongmin; Lin, Chen; Liu, Shasha",Zhongnan University of Economics and Law; University of Hong Kong; Jinan University,2017/6/13,Review of Finance,Does Information Acquisition Alleviate Market Anomalies? Categorization Bias in Stock Splits*,23,https://academic.oup.com/rof/article/23/1/245/3867652,,,,,,
"Kosfeld, Michael; Schüwer, Ulrich","1 Goethe University Frankfurt, CEPR, CESifo, IZA, and SAFE; 2 University of Bonn and SAFE",2016/11/17,Review of Finance,Add-on Pricing in Retail Financial Markets and the Fallacies of Consumer Education*,21,https://academic.oup.com/rof/article/21/3/1189/2670360,,,,,,
"Kovbasyuk, Sergey; Pagano, Marco","New Economic School , Moscow,  Russia; University of Naples Federico II and CSEF, Naples, and EIEF, Rome ,  Italy",2022/3/28,Review of Finance,Advertising Arbitrage,26,https://academic.oup.com/rof/article/26/4/799/6555018,,,,,,
"Kraft, Holger; Munk, Claus; Wagner, Sebastian","Goethe University Frankfurt am Main; Copenhagen Business School, PeRCent and the Danish Finance Institute; Goethe University Frankfurt am Main",2017/10/13,Review of Finance,Housing Habits and Their Implications for Life-Cycle Consumption and Investment*,22,https://academic.oup.com/rof/article/22/5/1737/4549454,,,,,,
"Krishnamurthy, Arvind; Nagel, Stefan; Vissing-Jorgensen, Annette","Stanford Graduate School of Business and NBER; Booth School of Business, University of Chicago, NBER, and CEPR; Haas School of Business, University of California Berkeley and NBER",2017/11/27,Review of Finance,ECB Policies Involving Government Bond Purchases: Impact and Channels*,22,https://academic.oup.com/rof/article/22/1/1/4665133,,,,,,
"Kroencke, Tim A.; Schindler, Felix; Schrimpf, Andreas","Centre for European Economic Research (ZEW) and University of Mannheim, Centre for European Economic Research (ZEW) and Steinbeis University Berlin, and Bank for International Settlements and CREATES (Aarhus University); Centre for European Economic Research (ZEW) and University of Mannheim, Centre for European Economic Research (ZEW) and Steinbeis University Berlin, and Bank for International Settlements and CREATES (Aarhus University); Centre for European Economic Research (ZEW) and University of Mannheim, Centre for European Economic Research (ZEW) and Steinbeis University Berlin, and Bank for International Settlements and CREATES (Aarhus University)",2013/10/28,Review of Finance,International Diversification Benefits with Foreign Exchange Investment Styles*,18,https://academic.oup.com/rof/article/18/5/1847/1575295,,,,,,
"Kumar, Alok; Page, Jeremy K.; Spalt, Oliver G.","1 University of Miami, Brigham Young University, and Tilburg University; 1 University of Miami, Brigham Young University, and Tilburg University; 1 University of Miami, Brigham Young University, and Tilburg University",2012/4/25,Review of Finance,Investor Sentiment and Return Comovements: Evidence from Stock Splits and Headquarters Changes*,17,https://academic.oup.com/rof/article/17/3/921/1606460,,,,,,
"Kwasnica, Anthony M; Velthuis, Raisa; Williams, Jared","Smeal College of Business, Penn State University; Villanova School of Business, Villanova University; Muma College of Business, University of South Florida",2017/11/7,Review of Finance,Did You See What I Saw? Interpreting Others??Forecasts When Their Information Is Unknown*,23,https://academic.oup.com/rof/article/23/2/325/4601792,,,,,,
"Ladika, Tomislav; Sautner, Zacharias",University of Amsterdam; Frankfurt School of Finance &amp; Management,2019/7/9,Review of Finance,Managerial Short-Termism and Investment: Evidence from Accelerated Option Vesting*,24,https://academic.oup.com/rof/article/24/2/305/5529965,,,,,,
"Lambrecht, Bart M.; Pawlina, Grzegorz",Lancaster University Management School; Lancaster University Management School,2012/5/16,Review of Finance,A Theory of Net Debt and Transferable Human Capital*,17,https://academic.oup.com/rof/article/17/1/321/1581301,,,,,,
"Lambrecht, Bart M.; Pawlina, Grzegorz; Teixeira, João C. A.","University of Cambridge,; Lancaster University, and; University of the Azores",2015/7/3,Review of Finance,"Making, Buying, and Concurrent Sourcing: Implications for Operating Leverage and Stock Beta *",20,https://academic.oup.com/rof/article/20/3/1013/2461286,,,,,,
"Lan, Chunhua",University of New South Wales,2014/12/30,Review of Finance,An Out-of-Sample Evaluation of Dynamic Portfolio Strategies*,19,https://academic.oup.com/rof/article/19/6/2359/1576552,,,,,,
"Landier, Augustin; Sauvagnat, Julien; Sraer, David; Thesmar, David","Toulouse School of Economics, Princeton University and HEC and CEPR; Toulouse School of Economics, Princeton University and HEC and CEPR; Toulouse School of Economics, Princeton University and HEC and CEPR; Toulouse School of Economics, Princeton University and HEC and CEPR",2012/7/6,Review of Finance,Bottom-Up Corporate Governance,17,https://academic.oup.com/rof/article/17/1/161/1582046,,,,,,
"Larrain, Borja; Varas, Felipe","Escuela de Administración and Finance UC, Pontificia Universidad Católica de Chile, and Graduate School of Business, Stanford University; Escuela de Administración and Finance UC, Pontificia Universidad Católica de Chile, and Graduate School of Business, Stanford University",2012/4/25,Review of Finance,Equity Issues and Return Volatility*,17,https://academic.oup.com/rof/article/17/2/767/1599009,,,,,,
"Le Pen, Yannick; Sévi, Benoît","Université Paris-Dauphine, PSL Research University; Université de Nantes",2017/9/2,Review of Finance,Futures Trading and the Excess Co-movement of Commodity Prices*,22,https://academic.oup.com/rof/article/22/1/381/4094888,,,,,,
"Leach, J. Chris; Moyen, Nathalie; Yang, Jing",University of Colorado at Boulder; University of California at Fullerton; University of Colorado at Boulder; University of California at Fullerton; University of Colorado at Boulder; University of California at Fullerton,2012/10/4,Review of Finance,Debt and Capacity Commitments*,17,https://academic.oup.com/rof/article/17/4/1365/1572632,,,,,,
"Lee, Inmoo; Renjie, Rex Wang; Verwijmeren, Patrick","College of Business, KAIST ,  South Korea; School of Business and Economics, VU Amsterdam and Tinbergen Institute ,  Netherlands; Erasmus School of Economics, Erasmus University Rotterdam ,  The Netherlands    University of Melbourne ,  Australia",2022/1/18,Review of Finance,How Do Options Add Value? Evidence from the Convertible Bond Market*,27,https://academic.oup.com/rof/article/27/1/189/6510954,,,,,,
"Lehkonen, Heikki",Jyväskylä University School of Business and Economics,2014/9/15,Review of Finance,Stock Market Integration and the Global Financial Crisis*,19,https://academic.oup.com/rof/article/19/5/2039/1587194,,,,,,
"Leippold, Markus; Matthys, Felix","University of Zurich ,  Switzerland; Instituto Tecnológico Autónomo de México (ITAM) ,  Mexico",2022/5/27,Review of Finance,Economic Policy Uncertainty and the Yield Curve*,26,https://academic.oup.com/rof/article/26/4/751/6594144,,,,,,
"Leippold, Markus; Rueegg, Roger",University of Zurich; University of Zurich and Zurich Cantonal Bank,2019/6/22,Review of Finance,How Rational and Competitive Is the Market for Mutual Funds?*,24,https://academic.oup.com/rof/article/24/3/579/5522073,,,,,,
"Lenkey, Stephen L.",US Securities and Exchange Commission,2013/2/14,Review of Finance,"Activist Arbitrage, Lifeboats, and Closed-End Funds*",18,https://academic.oup.com/rof/article/18/1/271/1616115,,,,,,
"Leung, Henry; Rose, Annica; Westerholm, P. Joakim",The University of Sydney Business School; The University of Sydney Business School; The University of Sydney Business School,2013/11/11,Review of Finance,Systematic Trading Behavior and the Cross-Section of Stock Returns on the OMXH*,18,https://academic.oup.com/rof/article/18/6/2325/1661260,,,,,,
"Levy, Ariel; Lieberman, Offer",Technion?�Israel Institute of Technology and; Bar-Ilan University,2015/1/25,Review of Finance,Active Flows and Passive Returns *,20,https://academic.oup.com/rof/article/20/1/373/2461227,,,,,,
"Levy, Marc; Szafarz, Ariane","Université Libre de Bruxelles (ULB), SBS-EM, Centre Emile Bernheim (CEB); Université Libre de Bruxelles (ULB), SBS-EM, Centre Emile Bernheim (CEB)",2016/3/22,Review of Finance,Cross-Ownership: A Device for Management Entrenchment?*,21,https://academic.oup.com/rof/article/21/4/1675/2670028,,,,,,
"Li, Bo; Ponticelli, Jacopo","Tsinghua University PBC School of Finance; Northwestern University Kellogg School of Management , NBER and CEPR",2021/8/20,Review of Finance,Going Bankrupt in China,26,https://academic.oup.com/rof/article/26/3/449/6355599,,,,,,
"Li, Dan; Li, Geng",Federal Reserve Board; Federal Reserve Board,2021/2/23,Review of Finance,Whose Disagreement Matters? Household Belief Dispersion and Stock Trading Volume*,25,https://academic.oup.com/rof/article/25/6/1859/6146942,,,,,,
"Li, Lifang; Galvani, Valentina","School of Economics and Finance, Xi?�an Jiaotong University; Economics Department, University of Alberta",2021/2/2,Review of Finance,Informed Trading and Momentum in the Corporate Bond Market*,25,https://academic.oup.com/rof/article/25/6/1773/6126378,,,,,,
"Li, Xiafei; Luo, Di",1 University of Nottingham; 2 Swansea University,2016/6/22,Review of Finance,"Investor Sentiment, Limited Arbitrage, and the Cash Holding Effect*",21,https://academic.oup.com/rof/article/21/6/2141/2670103,,,,,,
"Liang, Gechun; Lütkebohmert, Eva; Xiao, Yajun","Oxford-Man Institute and Mathematical Institute, University of Oxford and Institute for Research in Economic Evolution, University of Freiburg; Oxford-Man Institute and Mathematical Institute, University of Oxford and Institute for Research in Economic Evolution, University of Freiburg; Oxford-Man Institute and Mathematical Institute, University of Oxford and Institute for Research in Economic Evolution, University of Freiburg",2013/6/22,Review of Finance,A Multiperiod Bank Run Model for Liquidity Risk*,18,https://academic.oup.com/rof/article/18/2/803/1579847,,,,,,
"Liang, Hao; Sun, Lin; Teo, Melvyn","Lee Kong Chian School of Business, Singapore Management University ,  Singapore; Fanhai International School of Finance, Fudan University ,  China; Lee Kong Chian School of Business, Singapore Management University ,  Singapore",2022/5/9,Review of Finance,Responsible Hedge Funds*,26,https://academic.oup.com/rof/article/26/6/1585/6582599,,,,,,
"Liao, Chi","Asper School of Business, University of Manitoba",2020/4/24,Review of Finance,ADHD Symptoms and Financial Distress*,25,https://academic.oup.com/rof/article/25/4/1129/5824803,,,,,,
"Liao, Chi","Asper School of Business, University of Manitoba",2021/4/26,Review of Finance,Erratum to: ADHD Symptoms and Financial Distress,25,https://academic.oup.com/rof/article/25/4/1337/6252408,,,,,,
"Lin, Huidan; Paravisini, Daniel","1 International Monetary Fund, and Columbia University Graduate School of Business; 1 International Monetary Fund, and Columbia University Graduate School of Business",2012/2/22,Review of Finance,The Effect of Financing Constraints on Risk*,17,https://academic.oup.com/rof/article/17/1/229/1580683,,,,,,
"Lin, Tse-Chun; Liu, Xin","Faculty of Business and Economics, University of Hong Kong; Faculty of Business and Economics, University of Hong Kong",2017/7/26,Review of Finance,"Skewness, Individual Investor Preference, and the Cross-section of Stock Returns",22,https://academic.oup.com/rof/article/22/5/1841/4037460,,,,,,
"Lin, Tse-Chun; Lu, Xiaolong","Faculty of Business and Economics, University of Hong Kong; Faculty of Business and Economics, University of Hong Kong",2015/10/14,Review of Finance,How Do Short-Sale Costs Affect Put Options Trading? Evidence from Separating Hedging and Speculative Shorting Demands*,20,https://academic.oup.com/rof/article/20/5/1911/1753150,,,,,,
"Liu, Xuepeng; Tang, Heiwai; Wang, Zhi; Wei, Shang-Jin","Kennesaw State University , Kennesaw, GA,  USA; University of Hong Kong , Pok Fu Lam,  Hong Kong; University of International Business and Economics, George &amp; Mason University , Fairfax, VA,  USA; Columbia University, Fudan FISF, ANU CBE, NBER &amp; CEPR, ?New York, NY,  USA",2022/3/17,Review of Finance,Currency Carry Trade by Trucks: The Curious Case of China?�s Massive Imports from Itself*,27,https://academic.oup.com/rof/article/27/2/469/6550065,,,,,,
"Loderer, Claudio; Waelchli, URS","University of Bern, Swiss Finance Institute and; Rochester-Bern Executive Programs, University of Rochester",2015/1/19,Review of Finance,Corporate Aging and Takeover Risk*,19,https://academic.oup.com/rof/article/19/6/2277/1575159,,,,,,
"Luo, Juan; Xu, Limin; Zurbruegg, Ralf",The University of Adelaide Business School; The University of Adelaide Business School; The University of Adelaide Business School,2016/10/25,Review of Finance,The Impact of Housing Wealth on Stock Liquidity*,21,https://academic.oup.com/rof/article/21/6/2315/2444591,,,,,,
"Lyandres, Evgeny; Matveyev, Egor; Zhdanov, Alexei",Boston University; Massachusetts Institute of Technology; Penn State University,2020/1/16,Review of Finance,Does the Market Correctly Value Investment Options?*,24,https://academic.oup.com/rof/article/24/6/1159/5707444,,,,,,
"Maio, Paulo",Hanken School of Economics,2012/7/25,Review of Finance,The ?�Fed Model??and the Predictability of Stock Returns*,17,https://academic.oup.com/rof/article/17/4/1489/1570701,,,,,,
"Maio, Paulo",Hanken School of Economics,2013/2/13,Review of Finance,Another Look at the Stock Return Response to Monetary Policy Actions*,18,https://academic.oup.com/rof/article/18/1/321/1615357,,,,,,
"Maio, Paulo",Hanken School of Economics,2013/5/31,Review of Finance,Don?�t Fight the Fed!*,18,https://academic.oup.com/rof/article/18/2/623/1577880,,,,,,
"Malmendier, Ulrike",University of California Berkeley,2021/9/17,Review of Finance,"Experience Effects in Finance: Foundations, Applications, and Future Directions*",25,https://academic.oup.com/rof/article/25/5/1339/6371890,,,,,,
"Manconi, Alberto; Massa, Massimo; Zhang, Lei","Tilburg University,; INSEAD, and; Nanyang Technological University",2015/4/13,Review of Finance,Bondholder Concentration and Credit Risk: Evidence from a Natural Experiment *,20,https://academic.oup.com/rof/article/20/1/127/2461418,,,,,,
"Marfè, Roberto",Collegio Carlo Alberto,2015/5/20,Review of Finance,Corporate Fraction and the Equilibrium Term Structure of Equity Risk *,20,https://academic.oup.com/rof/article/20/2/855/2461371,,,,,,
"Marquez, Robert; Nanda, Vikram; Yavuz, M. Deniz","University of California, Davis,; Rutgers University, and; Purdue University",2014/10/28,Review of Finance,Private Equity Fund Returns and Performance Persistence*,19,https://academic.oup.com/rof/article/19/5/1783/1588335,,,,,,
"Martijn Cremers, K. J.; Grinstein, Yaniv",University of Notre Dame and Cornell University; University of Notre Dame and Cornell University,2013/7/17,Review of Finance,Does the Market for CEO Talent Explain Controversial CEO Pay Practices?,18,https://academic.oup.com/rof/article/18/3/921/1573891,,,,,,
"Massa, Massimo; Yadav, Vijay",1 INSEAD and; 2 ESSEC Business School,2016/1/21,Review of Finance,Better than Expected: The Hidden Dynamic of Variable Annuity Funds,20,https://academic.oup.com/rof/article/20/6/2273/2418141,,,,,,
