Author,Affiliation,Publication Date,Journal Title,Title,URL
Christine M Anderson-Cook, Los Alamos National Laboratory,2007-6-1,Journal of the American Statistical Association,Generalized Additive Models: An Introduction With R,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s188
Freda Cooner; Sudipto Banerjee; Bradley P Carlin; Debajyoti Sinha,"was supported by National Cancer Institute grant 9-R01-CA69222. The authors thank the joint editor, associate editor, and three referees for several suggestions, and also Minghui Chen, University of Connecticut, for useful discussions.; was supported by National Cancer Institute grant 9-R01-CA69222. The authors thank the joint editor, associate editor, and three referees for several suggestions, and also Minghui Chen, University of Connecticut, for useful discussions.; was supported by National Cancer Institute grant 9-R01-CA69222. The authors thank the joint editor, associate editor, and three referees for several suggestions, and also Minghui Chen, University of Connecticut, for useful discussions.; was supported by National Cancer Institute grant 9-R01-CA69222. The authors thank the joint editor, associate editor, and three referees for several suggestions, and also Minghui Chen, University of Connecticut, for useful discussions.",2007-6-1,Journal of the American Statistical Association,Flexible Cure Rate Modeling Under Latent Activation Schemes,https://www.tandfonline.com/doi/abs/10.1198/016214507000000112
Ilya Gluhovsky; Alexander Gluhovsky,"Gluhovsky is Senior Staff Engineer, Sun Microsystems Laboratories, Menlo Park, CA 94025 . Alexander Gluhovsky is Associate Professor, Department of Earth & Atmospheric Sciences and Statistics, Purdue University, West Lafayette, IN 47907. I. Gluhovsky thanks John Busch for his support. The work of A. Gluhovsky was sponsored by the National Science Foundation (grant ATM-0541491).; Gluhovsky is Senior Staff Engineer, Sun Microsystems Laboratories, Menlo Park, CA 94025 . Alexander Gluhovsky is Associate Professor, Department of Earth & Atmospheric Sciences and Statistics, Purdue University, West Lafayette, IN 47907. I. Gluhovsky thanks John Busch for his support. The work of A. Gluhovsky was sponsored by the National Science Foundation (grant ATM-0541491).",2007-6-1,Journal of the American Statistical Association,Smooth Location-Dependent Bandwidth Selection for Local Polynomial Regression,https://www.tandfonline.com/doi/abs/10.1198/016214507000000086
Trivellore E Raghunathan; Dawei Xie; Nathaniel Schenker; Van L Parsons; William W Davis; Kevin W Dodd; Eric J Feuer,"School of Medicine, Philadelphia, PA 19104 . Nathaniel Schenker is Senior Scientist for Research and Methodology  and Van L. Parsons is Mathematical Statistician , National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention Hyattsville, MD 20782. William W. Davis is Mathematical Statistician, Kevin W. Dodd is Mathematical Statistician, and Eric J. Feuer is Chief of the Statistical Research and Application Branch (Email: , National Cancer Institute, Division of Cancer Control and Population Sciences, Bethesda, MD 20892. This research was supported through contracts 263-MQ-320576 and 263-MQ-511439 from NCI and grants DMS-98-03720 and SES-010694 from the National Science Foundation to the University of Michigan. The authors are listed by institution, and the first author listed under each institution is the co-lead investigator. The views expressed in this article are those of the authors and do not necessarily represent the views of NCHS or NCI.; School of Medicine, Philadelphia, PA 19104 . Nathaniel Schenker is Senior Scientist for Research and Methodology  and Van L. Parsons is Mathematical Statistician , National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention Hyattsville, MD 20782. William W. Davis is Mathematical Statistician, Kevin W. Dodd is Mathematical Statistician, and Eric J. Feuer is Chief of the Statistical Research and Application Branch (Email: , National Cancer Institute, Division of Cancer Control and Population Sciences, Bethesda, MD 20892. This research was supported through contracts 263-MQ-320576 and 263-MQ-511439 from NCI and grants DMS-98-03720 and SES-010694 from the National Science Foundation to the University of Michigan. The authors are listed by institution, and the first author listed under each institution is the co-lead investigator. The views expressed in this article are those of the authors and do not necessarily represent the views of NCHS or NCI.; School of Medicine, Philadelphia, PA 19104 . Nathaniel Schenker is Senior Scientist for Research and Methodology  and Van L. Parsons is Mathematical Statistician , National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention Hyattsville, MD 20782. William W. Davis is Mathematical Statistician, Kevin W. Dodd is Mathematical Statistician, and Eric J. Feuer is Chief of the Statistical Research and Application Branch (Email: , National Cancer Institute, Division of Cancer Control and Population Sciences, Bethesda, MD 20892. This research was supported through contracts 263-MQ-320576 and 263-MQ-511439 from NCI and grants DMS-98-03720 and SES-010694 from the National Science Foundation to the University of Michigan. The authors are listed by institution, and the first author listed under each institution is the co-lead investigator. The views expressed in this article are those of the authors and do not necessarily represent the views of NCHS or NCI.; School of Medicine, Philadelphia, PA 19104 . Nathaniel Schenker is Senior Scientist for Research and Methodology  and Van L. Parsons is Mathematical Statistician , National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention Hyattsville, MD 20782. William W. Davis is Mathematical Statistician, Kevin W. Dodd is Mathematical Statistician, and Eric J. Feuer is Chief of the Statistical Research and Application Branch (Email: , National Cancer Institute, Division of Cancer Control and Population Sciences, Bethesda, MD 20892. This research was supported through contracts 263-MQ-320576 and 263-MQ-511439 from NCI and grants DMS-98-03720 and SES-010694 from the National Science Foundation to the University of Michigan. The authors are listed by institution, and the first author listed under each institution is the co-lead investigator. The views expressed in this article are those of the authors and do not necessarily represent the views of NCHS or NCI.; School of Medicine, Philadelphia, PA 19104 . Nathaniel Schenker is Senior Scientist for Research and Methodology  and Van L. Parsons is Mathematical Statistician , National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention Hyattsville, MD 20782. William W. Davis is Mathematical Statistician, Kevin W. Dodd is Mathematical Statistician, and Eric J. Feuer is Chief of the Statistical Research and Application Branch (Email: , National Cancer Institute, Division of Cancer Control and Population Sciences, Bethesda, MD 20892. This research was supported through contracts 263-MQ-320576 and 263-MQ-511439 from NCI and grants DMS-98-03720 and SES-010694 from the National Science Foundation to the University of Michigan. The authors are listed by institution, and the first author listed under each institution is the co-lead investigator. The views expressed in this article are those of the authors and do not necessarily represent the views of NCHS or NCI.; School of Medicine, Philadelphia, PA 19104 . Nathaniel Schenker is Senior Scientist for Research and Methodology  and Van L. Parsons is Mathematical Statistician , National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention Hyattsville, MD 20782. William W. Davis is Mathematical Statistician, Kevin W. Dodd is Mathematical Statistician, and Eric J. Feuer is Chief of the Statistical Research and Application Branch (Email: , National Cancer Institute, Division of Cancer Control and Population Sciences, Bethesda, MD 20892. This research was supported through contracts 263-MQ-320576 and 263-MQ-511439 from NCI and grants DMS-98-03720 and SES-010694 from the National Science Foundation to the University of Michigan. The authors are listed by institution, and the first author listed under each institution is the co-lead investigator. The views expressed in this article are those of the authors and do not necessarily represent the views of NCHS or NCI.; School of Medicine, Philadelphia, PA 19104 . Nathaniel Schenker is Senior Scientist for Research and Methodology  and Van L. Parsons is Mathematical Statistician , National Center for Health Statistics (NCHS), Centers for Disease Control and Prevention Hyattsville, MD 20782. William W. Davis is Mathematical Statistician, Kevin W. Dodd is Mathematical Statistician, and Eric J. Feuer is Chief of the Statistical Research and Application Branch (Email: , National Cancer Institute, Division of Cancer Control and Population Sciences, Bethesda, MD 20892. This research was supported through contracts 263-MQ-320576 and 263-MQ-511439 from NCI and grants DMS-98-03720 and SES-010694 from the National Science Foundation to the University of Michigan. The authors are listed by institution, and the first author listed under each institution is the co-lead investigator. The views expressed in this article are those of the authors and do not necessarily represent the views of NCHS or NCI.",2007-6-1,Journal of the American Statistical Association,Combining Information From Two Surveys to Estimate County-Level Prevalence Rates of Cancer Risk Factors and Screening,https://www.tandfonline.com/doi/abs/10.1198/016214506000001293
,,2007-6-1,Journal of the American Statistical Association,Telegraphic Reviews,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s200
Bo LI; Marc G Genton; Michael Sherman,"4, Switzerland , and Associate Professor, Department of Statistics, Texas A&M University, College Station, TX 77843 . Michael Sherman is Associate Professor, Department of Statistics, Texas A&M University, College Station, TX 77843 . The National Center for Atmospheric Research is sponsored by the National Science Foundation. Genton acknowledges partial support from National Science Foundation grants DMS-0504896 and CMG ATM-0620624. The authors thank the joint editor, the associate editor, and the referees for constructive suggestions that have improved the content and presentation of this article. The authors also thank Dr. Christopher K. Wikle for providing the Pacific Ocean wind data.; 4, Switzerland , and Associate Professor, Department of Statistics, Texas A&M University, College Station, TX 77843 . Michael Sherman is Associate Professor, Department of Statistics, Texas A&M University, College Station, TX 77843 . The National Center for Atmospheric Research is sponsored by the National Science Foundation. Genton acknowledges partial support from National Science Foundation grants DMS-0504896 and CMG ATM-0620624. The authors thank the joint editor, the associate editor, and the referees for constructive suggestions that have improved the content and presentation of this article. The authors also thank Dr. Christopher K. Wikle for providing the Pacific Ocean wind data.; 4, Switzerland , and Associate Professor, Department of Statistics, Texas A&M University, College Station, TX 77843 . Michael Sherman is Associate Professor, Department of Statistics, Texas A&M University, College Station, TX 77843 . The National Center for Atmospheric Research is sponsored by the National Science Foundation. Genton acknowledges partial support from National Science Foundation grants DMS-0504896 and CMG ATM-0620624. The authors thank the joint editor, the associate editor, and the referees for constructive suggestions that have improved the content and presentation of this article. The authors also thank Dr. Christopher K. Wikle for providing the Pacific Ocean wind data.",2007-6-1,Journal of the American Statistical Association,A Nonparametric Assessment of Properties of Space–Time Covariance Functions,https://www.tandfonline.com/doi/abs/10.1198/016214507000000202
Jiashun Jin; T. Tony Cai,"careful reading of our manuscript and suggestions that led to significant improvement of the presentation of the article. They also thank Herman Rubin, an associate editor, and referees for helpful comments and references. The research of Jin was supported in part by National Science Foundation (NSF) grant DMS-05-05423, and the research of Cai was supported in part by NSF grants DMS-03-06576 and DMS-06-4954.; careful reading of our manuscript and suggestions that led to significant improvement of the presentation of the article. They also thank Herman Rubin, an associate editor, and referees for helpful comments and references. The research of Jin was supported in part by National Science Foundation (NSF) grant DMS-05-05423, and the research of Cai was supported in part by NSF grants DMS-03-06576 and DMS-06-4954.",2007-6-1,Journal of the American Statistical Association,Estimating the Null and the Proportion of Nonnull Effects in Large-Scale Multiple Comparisons,https://www.tandfonline.com/doi/abs/10.1198/016214507000000167
Pranab K Sen; Ming-Tien Tsai; Yuh-Shan Jou,under contract NSC 92-2118-M-001-017.; under contract NSC 92-2118-M-001-017.; under contract NSC 92-2118-M-001-017.,2007-6-1,Journal of the American Statistical Association,"High-Dimension, Low–Sample Size Perspectives in Constrained Statistical Inference",https://www.tandfonline.com/doi/abs/10.1198/016214507000000077
Jean D Opsomer; F. Jay Breidt; Gretchen G Moisen; Göran Kauermann,"State University, Ames, IA 50011 . F. Jay Breidt is Professor, Department of Statistics, Colorado State University, Fort Collins, CO 80523. Gretchen G. Moisen is Research Forester, U.S. Department of Agriculture Forest Service, Rocky Mountain Research Station, Ogden, UT 84401. Göran Kauermann is Professor, Department of Economics, University of Bielefeld, 33501 Bielefeld, Germany. This work was supported in part by the U.S. Department of Agriculture Forest Service Rocky Mountain Research Station grants RJVA 02-JV-11222007-004 and 01-JV-11222007-307 and National Science Foundation grants DMS-02-04531 and DMS-02-04642.; State University, Ames, IA 50011 . F. Jay Breidt is Professor, Department of Statistics, Colorado State University, Fort Collins, CO 80523. Gretchen G. Moisen is Research Forester, U.S. Department of Agriculture Forest Service, Rocky Mountain Research Station, Ogden, UT 84401. Göran Kauermann is Professor, Department of Economics, University of Bielefeld, 33501 Bielefeld, Germany. This work was supported in part by the U.S. Department of Agriculture Forest Service Rocky Mountain Research Station grants RJVA 02-JV-11222007-004 and 01-JV-11222007-307 and National Science Foundation grants DMS-02-04531 and DMS-02-04642.; State University, Ames, IA 50011 . F. Jay Breidt is Professor, Department of Statistics, Colorado State University, Fort Collins, CO 80523. Gretchen G. Moisen is Research Forester, U.S. Department of Agriculture Forest Service, Rocky Mountain Research Station, Ogden, UT 84401. Göran Kauermann is Professor, Department of Economics, University of Bielefeld, 33501 Bielefeld, Germany. This work was supported in part by the U.S. Department of Agriculture Forest Service Rocky Mountain Research Station grants RJVA 02-JV-11222007-004 and 01-JV-11222007-307 and National Science Foundation grants DMS-02-04531 and DMS-02-04642.; State University, Ames, IA 50011 . F. Jay Breidt is Professor, Department of Statistics, Colorado State University, Fort Collins, CO 80523. Gretchen G. Moisen is Research Forester, U.S. Department of Agriculture Forest Service, Rocky Mountain Research Station, Ogden, UT 84401. Göran Kauermann is Professor, Department of Economics, University of Bielefeld, 33501 Bielefeld, Germany. This work was supported in part by the U.S. Department of Agriculture Forest Service Rocky Mountain Research Station grants RJVA 02-JV-11222007-004 and 01-JV-11222007-307 and National Science Foundation grants DMS-02-04531 and DMS-02-04642.",2007-6-1,Journal of the American Statistical Association,Model-Assisted Estimation of Forest Resources With Generalized Additive Models,https://www.tandfonline.com/doi/abs/10.1198/016214506000001491
Peter D Hoff," Peter Hoff is Associate Professor, Departments of Statistics, Biostatistics, and the Center for Statistics and the Social Sciences, University of Washington, Seattle, WA 98195 ; web: http://www.stat.washington.edu/hoff/ ). This research was supported by Office of Naval Research grant N00014-02-1-1011 and National Science Foundation grant SES-0417559. The author thanks David Hoff and Michael Perlman for helpful discussions.",2007-6-1,Journal of the American Statistical Association,Model Averaging and Dimension Selection for the Singular Value Decomposition,https://www.tandfonline.com/doi/abs/10.1198/016214506000001310
Michael Smith; Ludwig Fahrmeir,and many helpful discussions regarding fMRI analysis.; and many helpful discussions regarding fMRI analysis.,2007-6-1,Journal of the American Statistical Association,Spatial Bayesian Variable Selection With Application to Functional Magnetic Resonance Imaging,https://www.tandfonline.com/doi/abs/10.1198/016214506000001031
G. J. A Amaral; I. L Dryden; Andrew T. A Wood," Getulio J. A. Amaral is Lecturer, Department of Statistics, Universidade Federal de Pernambuco, Cidade Universitaria, Recife/PE, 50740-540, Brazil. Ian L. Dryden is Professor and Andrew T. A. Wood is Professor and Head , Division of Statistics, School of Mathematical Sciences, University of Nottingham, Nottingham NG7 2RD, U.K. The first author's research was sponsored by the Universidade Federal de Pernambuco and the Conselho Nacional de Desenvolvimento Cientifico, Brazil. The authors thank the reviewers for constructive comments.;  Getulio J. A. Amaral is Lecturer, Department of Statistics, Universidade Federal de Pernambuco, Cidade Universitaria, Recife/PE, 50740-540, Brazil. Ian L. Dryden is Professor and Andrew T. A. Wood is Professor and Head , Division of Statistics, School of Mathematical Sciences, University of Nottingham, Nottingham NG7 2RD, U.K. The first author's research was sponsored by the Universidade Federal de Pernambuco and the Conselho Nacional de Desenvolvimento Cientifico, Brazil. The authors thank the reviewers for constructive comments.;  Getulio J. A. Amaral is Lecturer, Department of Statistics, Universidade Federal de Pernambuco, Cidade Universitaria, Recife/PE, 50740-540, Brazil. Ian L. Dryden is Professor and Andrew T. A. Wood is Professor and Head , Division of Statistics, School of Mathematical Sciences, University of Nottingham, Nottingham NG7 2RD, U.K. The first author's research was sponsored by the Universidade Federal de Pernambuco and the Conselho Nacional de Desenvolvimento Cientifico, Brazil. The authors thank the reviewers for constructive comments.",2007-6-1,Journal of the American Statistical Association,Pivotal Bootstrap Methods for k-Sample Problems in Directional Statistics and Shape Analysis,https://www.tandfonline.com/doi/abs/10.1198/016214506000001400
Marc Hallin; Roman Liška,A.1.; A.1.,2007-6-1,Journal of the American Statistical Association,Determining the Number of Factors in the General Dynamic Factor Model,https://www.tandfonline.com/doi/abs/10.1198/016214506000001275
William E Strawderman, Rutgers University,2007-6-1,Journal of the American Statistical Association,Theory of Preliminary Test and Stein-Type Estimation With Applications,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s190
Kristin N Javaras; Brian D Ripley,were collected as part of the National Opinion Research Center's 1996 General Social Survey under principal investigators James A. Davis and Tom W. Smith. Neither the original collectors nor the Zentralarchiv bear any responsibility for the analysis or interpretation presented here.; were collected as part of the National Opinion Research Center's 1996 General Social Survey under principal investigators James A. Davis and Tom W. Smith. Neither the original collectors nor the Zentralarchiv bear any responsibility for the analysis or interpretation presented here.,2007-6-1,Journal of the American Statistical Association,An “Unfolding” Latent Variable Model for Likert Attitude Data,https://www.tandfonline.com/doi/abs/10.1198/016214506000000960
Lifeng Wang; Xiaotong Shen," Lifeng Wang is Postdoctoral Fellow, Department of Biostatistics and Epidemiology, University of Pennsylvania, Philadelphia, PA 19104 . Xiaotong Shen is Professor, School of Statistics, University of Minnesota, Minneapolis, MN 55455 . This research was supported in part by National Science Foundation grants IIS-0328802 and DMS-06-04394. The authors thank the joint editor, the associate editor, and three anonymous referees for helpful comments and suggestions.;  Lifeng Wang is Postdoctoral Fellow, Department of Biostatistics and Epidemiology, University of Pennsylvania, Philadelphia, PA 19104 . Xiaotong Shen is Professor, School of Statistics, University of Minnesota, Minneapolis, MN 55455 . This research was supported in part by National Science Foundation grants IIS-0328802 and DMS-06-04394. The authors thank the joint editor, the associate editor, and three anonymous referees for helpful comments and suggestions.",2007-6-1,Journal of the American Statistical Association,On L1-Norm Multiclass Support Vector Machines,https://www.tandfonline.com/doi/abs/10.1198/016214506000001383
Bryan E Shepherd; Peter B Gilbert; Thomas Lumley," Bryan E. Shepherd is Assistant Professor, Department of Biostatistics, Vanderbilt University, Nashville, TN 37232 . Peter B. Gilbert is Associate Member, Fred Hutchinson Cancer Center, and Thomas Lumley is Associate Professor, Department of Biostatistics, University of Washington, Seattle, WA 98195. The authors thank VaxGen for allowing use of their data, and particularly Marc Gurwith for providing ranges for the sensitivity parameter. This article supported in part by National Institutes of Health grant 2 RO1 AI054165-04.;  Bryan E. Shepherd is Assistant Professor, Department of Biostatistics, Vanderbilt University, Nashville, TN 37232 . Peter B. Gilbert is Associate Member, Fred Hutchinson Cancer Center, and Thomas Lumley is Associate Professor, Department of Biostatistics, University of Washington, Seattle, WA 98195. The authors thank VaxGen for allowing use of their data, and particularly Marc Gurwith for providing ranges for the sensitivity parameter. This article supported in part by National Institutes of Health grant 2 RO1 AI054165-04.;  Bryan E. Shepherd is Assistant Professor, Department of Biostatistics, Vanderbilt University, Nashville, TN 37232 . Peter B. Gilbert is Associate Member, Fred Hutchinson Cancer Center, and Thomas Lumley is Associate Professor, Department of Biostatistics, University of Washington, Seattle, WA 98195. The authors thank VaxGen for allowing use of their data, and particularly Marc Gurwith for providing ranges for the sensitivity parameter. This article supported in part by National Institutes of Health grant 2 RO1 AI054165-04.",2007-6-1,Journal of the American Statistical Association,Sensitivity Analyses Comparing Time-to-Event Outcomes Existing Only in a Subset Selected Postrandomization,https://www.tandfonline.com/doi/abs/10.1198/016214507000000130
Yan Li; P Lahiri,"number of constructive suggestions that led to substantial improvement of the original manuscript. They also thank Dr. Alan Dorfman for supplying the survey data. The first author is grateful to her Ph.D. supervisory committee members Katherine Abraham, Wolfgang Jank, Fritz Scheuren, Paul Smith, and Paul D.Williams for their generous guidance throughout her dissertation research.; number of constructive suggestions that led to substantial improvement of the original manuscript. They also thank Dr. Alan Dorfman for supplying the survey data. The first author is grateful to her Ph.D. supervisory committee members Katherine Abraham, Wolfgang Jank, Fritz Scheuren, Paul Smith, and Paul D.Williams for their generous guidance throughout her dissertation research.",2007-6-1,Journal of the American Statistical Association,Robust Model-Based and Model-Assisted Predictors of the Finite Population Total,https://www.tandfonline.com/doi/abs/10.1198/016214507000000158
,,2007-6-1,Journal of the American Statistical Association,Book Reviews,https://www.tandfonline.com/doi/abs/10.1198/016214507000000284
Peter H Westfall; Randall D Tobias," Peter H. Westfall is Horn Professor of Statistics, Department of Information Systems and Quantitative Sciences, Texas Tech University, Lubbock, TX 79409 . Randall D. Tobias is Manager of Linear Models R&D, SAS Institute Inc., Cary, NC 27513 .;  Peter H. Westfall is Horn Professor of Statistics, Department of Information Systems and Quantitative Sciences, Texas Tech University, Lubbock, TX 79409 . Randall D. Tobias is Manager of Linear Models R&D, SAS Institute Inc., Cary, NC 27513 .",2007-6-1,Journal of the American Statistical Association,Multiple Testing of General Contrasts,https://www.tandfonline.com/doi/abs/10.1198/016214506000001338
David E Tyler, Rutgers University,2007-6-1,Journal of the American Statistical Association,Robust Statistical Methods with R,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s187
Christine M Anderson-Cook, Los Alamos National Laboratory,2007-6-1,Journal of the American Statistical Association,A Modern Theory of Factorial Design,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s194
Mary C Christman," Mary C. Christman is Associate Professor, Department of Statistics, University of Florida, Gainesville, FL 32611 .",2007-6-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1198/016214506000001518
J. P Morgan,"Tech, Blacksburg, VA 24061 . This research was supported by the National Science Foundation. The author, also supported for six months by the U.K. Engineering and Physical Sciences Research Council, warmly acknowledges facilities and collegiality provided by Queen Mary University of London.",2007-6-1,Journal of the American Statistical Association,Optimal Incomplete Block Designs,https://www.tandfonline.com/doi/abs/10.1198/016214506000001329
Jianqing Fan; Tao Huang; Runze Li,used in Section 5.3.; used in Section 5.3.; used in Section 5.3.,2007-6-1,Journal of the American Statistical Association,Analysis of Longitudinal Data With Semiparametric Estimation of Covariance Function,https://www.tandfonline.com/doi/abs/10.1198/016214507000000095
Hock Peng Chan; Nancy Ruonan Zhang,substantial improvement in the presentation of this article.; substantial improvement in the presentation of this article.,2007-6-1,Journal of the American Statistical Association,Scan Statistics With Weighted Observations,https://www.tandfonline.com/doi/abs/10.1198/016214506000001392
Roderick J Little," Roderick J. Little is Professor, Department of Biostatistics, University of Michigan, Ann Arbor, MI 48109 .",2007-6-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1198/016214506000001527
Jesse Frey; Omer Ozturk; Jayant V Deshpande,used in Section 5. They also thank the associate editor and three referees for helpful comments that have improved the article. This research was supported in part by National Science Foundation grant DMS-06-05041 and National Security Agency grant MSPF-04G-109.; used in Section 5. They also thank the associate editor and three referees for helpful comments that have improved the article. This research was supported in part by National Science Foundation grant DMS-06-05041 and National Security Agency grant MSPF-04G-109.; used in Section 5. They also thank the associate editor and three referees for helpful comments that have improved the article. This research was supported in part by National Science Foundation grant DMS-06-05041 and National Security Agency grant MSPF-04G-109.,2007-6-1,Journal of the American Statistical Association,Nonparametric Tests for Perfect Judgment Rankings,https://www.tandfonline.com/doi/abs/10.1198/016214506000001248
Filip Lindskog, Royal Institute of Technology,2007-6-1,Journal of the American Statistical Association,"Measures, Integrals and Martingales",https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s196
M Last, National Institute of Statistical Sciences,2007-6-1,Journal of the American Statistical Association,Pattern Recognition Algorithms for Data Mining,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s186
Thomas R Boucher, Plymouth State University,2007-6-1,Journal of the American Statistical Association,"Test Equating, Scaling, and Linking: Methods and Practices",https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s191
Brian Caffo, Johns Hopkins University,2007-6-1,Journal of the American Statistical Association,A First Course in Monte Carlo,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s184
Lu Tian; Jun S Liu; L. J Wei,"estimating functions and making corresponding statistical inferences from the frequenstist's point of view can be traced back to the seminal work of Lin and Geyer (1992). Recently these methods have been successfylly utilized under various settings, for example, by He and Hu (2002), Lee, Kosorok, and Fine (2005), and Tian and Cai (2006). A rather unique feature of our proposal is the usage of the pivotal property of the estimating function to guide us for selecting realizations of the MCMC sampler as detailed in the present article.; estimating functions and making corresponding statistical inferences from the frequenstist's point of view can be traced back to the seminal work of Lin and Geyer (1992). Recently these methods have been successfylly utilized under various settings, for example, by He and Hu (2002), Lee, Kosorok, and Fine (2005), and Tian and Cai (2006). A rather unique feature of our proposal is the usage of the pivotal property of the estimating function to guide us for selecting realizations of the MCMC sampler as detailed in the present article.; estimating functions and making corresponding statistical inferences from the frequenstist's point of view can be traced back to the seminal work of Lin and Geyer (1992). Recently these methods have been successfylly utilized under various settings, for example, by He and Hu (2002), Lee, Kosorok, and Fine (2005), and Tian and Cai (2006). A rather unique feature of our proposal is the usage of the pivotal property of the estimating function to guide us for selecting realizations of the MCMC sampler as detailed in the present article.",2007-9-1,Journal of the American Statistical Association,Implementation of Estimating Function-Based Inference Procedures With Markov Chain Monte Carlo Samplers,https://www.tandfonline.com/doi/abs/10.1198/016214506000000122
Peter C Kiessler, Clemson University,2007-9-1,Journal of the American Statistical Association,Measure Theory and Probability Theory,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s207
Bryan Manly," Western EcoSystems Technology, Inc.",2007-9-1,Journal of the American Statistical Association,"Using Statistical Methods for Water Quality Management: Issues, Problems, and Solutions",https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s211
Maengseok Noh; Youngjo Lee,"grant from the Statistical Research Center for Complex Systems of the Korean Science and Engineering Foundation and by the second stage of BK21 program of the Ministry of Education, Korea.; grant from the Statistical Research Center for Complex Systems of the Korean Science and Engineering Foundation and by the second stage of BK21 program of the Ministry of Education, Korea.",2007-9-1,Journal of the American Statistical Association,Robust Modeling for Inference From Generalized Linear Model Classes,https://www.tandfonline.com/doi/abs/10.1198/016214507000000518
